,Idade,Sexo,Dependentes,Nivel_educacional,Estado_civil,Renda,limite_do_cartao
2951,49,1,3,3,2,5,12630.0
2952,26,1,0,5,4,6,21084.0
2953,56,0,2,4,2,1,3639.0
2954,52,1,1,3,4,5,31945.0
2955,65,0,0,3,2,6,5894.0
2956,65,0,1,1,2,1,2209.0
2957,35,1,1,4,2,3,23447.0
2958,48,1,3,5,2,4,4180.0
2959,53,0,1,5,2,2,4930.0
2960,38,1,3,2,3,3,3417.0
2961,50,0,1,4,2,1,4785.0
2962,46,1,3,2,3,1,12685.0
2963,48,1,3,5,2,4,21374.0
2964,36,1,2,5,3,3,1911.0
2965,41,0,2,6,2,1,8666.0
2966,60,1,0,1,3,3,2759.0
2967,49,0,2,1,2,6,5984.0
2968,45,0,4,3,1,6,23000.0
2969,36,1,2,4,2,3,1438.3
2970,49,1,3,5,3,1,2976.0
2971,43,1,3,3,2,5,34516.0
2972,58,1,1,3,3,3,1438.3
2973,46,1,0,3,4,4,16099.0
2974,50,1,2,5,2,4,19595.0
2975,43,1,4,5,2,3,13193.0
2976,57,0,3,4,2,2,8184.0
2977,30,1,1,1,3,1,2607.0
2978,48,0,2,1,3,1,5758.0
2979,51,1,2,7,2,5,25873.0
2980,46,1,2,1,4,3,2695.0
2981,46,1,3,4,3,4,20860.0
2982,45,1,4,1,3,2,1892.0
2983,52,1,3,4,3,4,27751.0
2984,48,1,5,5,3,4,34516.0
2985,47,1,3,1,2,4,24580.0
2986,49,1,2,3,3,4,29893.0
2987,43,1,1,1,3,4,21165.0
2988,47,0,4,2,2,2,9148.0
2989,55,1,2,1,3,4,10979.0
2990,41,0,5,6,3,1,6519.0
2991,44,1,5,3,3,4,2509.0
2992,35,0,2,2,3,1,2664.0
2993,40,0,2,1,3,6,14999.0
2994,32,0,1,3,2,1,10332.0
2995,50,1,4,1,3,3,10226.0
2996,38,1,3,4,2,3,12050.0
2997,39,1,2,3,2,5,26124.0
2998,48,0,3,5,4,1,9816.0
2999,52,0,2,4,2,1,2783.0
3000,49,1,3,5,1,3,15942.0
3001,46,0,3,5,2,1,12222.0
3002,38,0,4,7,3,1,4002.0
3003,60,1,0,4,2,4,34516.0
3004,48,1,2,3,2,4,10227.0
3005,45,0,2,5,2,1,4265.0
3006,47,1,2,1,1,3,13867.0
3007,43,1,2,7,4,2,2243.0
3008,41,0,2,5,3,2,11239.0
3009,53,1,2,1,2,3,22558.0
3010,50,1,5,6,3,5,34516.0
3011,56,1,2,5,3,4,23510.0
3012,63,0,0,2,1,2,1651.0
3013,53,0,1,3,2,1,8693.0
3014,35,0,2,3,3,1,4549.0
3015,51,1,2,4,3,4,3558.0
3016,51,0,1,5,2,1,7176.0
3017,44,1,3,1,2,4,34516.0
3018,38,1,3,5,2,3,18293.0
3019,40,0,2,5,4,6,18332.0
3020,48,1,2,5,4,4,6383.0
3021,42,0,3,3,2,1,13441.0
3022,50,1,2,5,3,5,20114.0
3023,54,0,2,5,2,1,2019.0
3024,38,1,3,3,2,3,34516.0
3025,55,1,5,6,2,4,1438.3
3026,46,1,4,3,3,3,8017.0
3027,49,0,1,7,3,6,8519.0
3028,38,1,3,1,2,4,34516.0
3029,50,1,0,2,4,3,9474.0
3030,40,0,3,5,2,1,6587.0
3031,32,1,1,3,2,3,2999.0
3032,49,1,3,5,2,3,7154.0
3033,53,1,2,6,3,4,4039.0
3034,57,1,3,5,3,4,5516.0
3035,64,0,0,5,2,1,5577.0
3036,34,1,3,1,1,4,8628.0
3037,43,1,2,2,2,5,30137.0
3038,42,0,3,7,3,1,9778.0
3039,48,1,3,2,2,5,20912.0
3040,49,1,3,3,2,5,14699.0
3041,57,1,3,4,2,3,10350.0
3042,44,1,4,5,2,2,11346.0
3043,63,0,2,5,2,1,15987.0
3044,43,1,3,5,2,3,19711.0
3045,33,1,4,3,2,2,8650.0
3046,55,1,2,5,2,4,34516.0
3047,50,1,2,5,3,4,9748.0
3048,49,0,3,1,1,1,2454.0
3049,48,1,3,6,1,5,34516.0
3050,47,0,3,3,1,1,4255.0
3051,35,0,4,2,2,1,3271.0
3052,31,0,0,5,2,1,3480.0
3053,50,1,3,2,2,4,13306.0
3054,38,1,3,5,2,4,13637.0
3055,39,1,3,5,2,3,6733.0
3056,52,0,3,3,2,1,2728.0
3057,49,0,4,5,3,2,6250.0
3058,49,1,4,2,3,2,3653.0
3059,44,1,3,3,4,3,22919.0
3060,36,1,1,5,2,5,34516.0
3061,44,1,3,1,3,4,4198.0
3062,44,1,3,5,2,3,7532.0
3063,35,1,5,2,2,3,4587.0
3064,45,1,4,5,3,4,12250.0
3065,56,1,4,4,2,4,17753.0
3066,37,0,1,5,2,1,12535.0
3067,48,0,3,2,3,1,3541.0
3068,43,0,3,5,4,6,14622.0
3069,45,1,3,1,3,4,23973.0
3070,54,1,3,5,2,4,29200.0
3071,46,1,2,6,2,3,10077.0
3072,44,0,4,7,3,6,8667.0
3073,44,1,3,5,2,3,12871.0
3074,38,1,2,5,2,3,2346.0
3075,55,0,2,6,4,1,9919.0
3076,50,1,3,1,2,5,17087.0
3077,42,0,3,5,3,1,5505.0
3078,49,0,3,2,4,1,1902.0
3079,31,0,0,5,2,1,4254.0
3080,51,1,2,1,1,4,9854.0
3081,47,0,4,3,3,1,7711.0
3082,30,0,0,5,3,1,3213.0
3083,46,1,2,1,1,5,3132.0
3084,45,0,3,3,4,1,9977.0
3085,53,0,2,4,3,6,5659.0
3086,62,1,0,1,2,2,17161.0
3087,65,0,1,1,2,6,5018.0
3088,44,0,3,1,3,6,11474.0
3089,51,1,3,6,3,2,7925.0
3090,28,0,0,2,2,1,12793.0
3091,49,1,2,1,2,1,4834.0
3092,44,0,3,3,3,1,1438.3
3093,55,1,3,4,2,5,12948.0
3094,49,1,4,5,2,3,5662.0
3095,34,0,2,3,2,1,2799.0
3096,50,1,2,1,3,4,6030.0
3097,42,1,2,5,4,4,6779.0
3098,53,0,1,2,4,2,15248.0
3099,53,1,3,3,2,3,15583.0
3100,32,1,1,3,3,2,2576.0
3101,48,1,1,1,3,3,25270.0
3102,35,1,4,5,2,3,8717.0
3103,45,1,4,5,3,4,1438.3
3104,45,1,5,4,2,4,33755.0
3105,53,0,2,1,2,2,7282.0
3106,42,1,4,1,2,4,7260.0
3107,43,0,3,5,3,1,12952.0
3108,55,0,2,1,2,1,5353.0
3109,38,1,0,5,3,3,11741.0
3110,39,0,4,2,2,1,2609.0
3111,51,0,1,4,3,6,11167.0
3112,44,1,3,3,3,4,20882.0
3113,42,1,2,1,2,5,34516.0
3114,63,0,1,4,2,2,3071.0
3115,39,1,2,5,4,3,2267.0
3116,52,1,2,3,2,5,6617.0
3117,57,0,2,3,4,1,3276.0
3118,36,1,0,3,3,5,10097.0
3119,42,0,3,4,3,1,8260.0
3120,52,1,4,5,3,2,5776.0
3121,40,0,4,5,4,1,1438.3
3122,40,0,3,4,2,1,7207.0
3123,38,1,1,1,3,5,2106.0
3124,44,1,3,3,3,3,21158.0
3125,43,1,3,5,3,5,22906.0
3126,45,1,2,5,3,3,2648.0
3127,34,0,4,5,2,6,30702.0
3128,49,1,1,1,2,5,34516.0
3129,53,0,1,4,4,6,17054.0
3130,38,1,3,4,2,3,16317.0
3131,36,1,1,5,2,4,3761.0
3132,48,1,3,1,3,2,2173.0
3133,53,0,1,2,2,2,15845.0
3134,49,0,1,2,3,2,8061.0
3135,37,1,2,3,1,5,34516.0
3136,44,1,4,5,3,4,19430.0
3137,42,0,1,1,2,6,19127.0
3138,48,1,0,1,4,2,2708.0
3139,60,0,1,5,2,6,23566.0
3140,49,0,2,3,3,6,2532.0
3141,37,1,2,3,2,3,9829.0
3142,57,0,3,6,2,2,7226.0
3143,59,0,1,4,1,1,4072.0
3144,46,0,3,2,2,6,21646.0
3145,39,0,3,5,2,1,1438.3
3146,40,1,3,1,3,5,14046.0
3147,49,1,4,1,3,3,25620.0
3148,53,1,4,1,2,5,34516.0
3149,59,0,0,5,2,2,21358.0
3150,63,1,0,3,2,3,1856.0
3151,36,1,3,3,2,4,1438.3
3152,64,1,1,5,2,1,2586.0
3153,39,1,2,5,3,4,3281.0
3154,50,0,1,3,3,1,7115.0
3155,38,0,3,2,2,6,13220.0
3156,45,1,3,2,1,3,5996.0
3157,47,1,4,5,1,2,9080.0
3158,54,0,2,3,2,6,7563.0
3159,40,0,1,5,3,1,8749.0
3160,52,1,2,3,2,3,14973.0
3161,63,1,0,5,2,6,7108.0
3162,48,0,1,5,2,6,23007.0
3163,46,1,5,4,3,3,24248.0
3164,52,1,2,3,2,4,11617.0
3165,45,1,2,5,3,3,30428.0
3166,48,1,3,1,3,4,6805.0
3167,59,1,1,5,3,3,14257.0
3168,47,1,3,2,4,5,34516.0
3169,55,0,2,4,2,1,5719.0
3170,53,1,5,1,3,4,9517.0
3171,41,0,3,1,2,2,5317.0
3172,40,1,3,5,2,2,2526.0
3173,52,0,2,3,2,1,2971.0
3174,59,1,2,5,2,1,6834.0
3175,36,0,2,2,3,6,3002.0
3176,59,1,2,5,2,3,16727.0
3177,41,1,4,3,3,3,4573.0
3178,38,1,2,6,2,4,15410.0
3179,44,0,2,3,2,2,3299.0
3180,42,0,2,2,2,1,13453.0
3181,48,0,2,5,3,1,6362.0
3182,57,0,2,1,3,1,2679.0
3183,34,1,2,2,2,5,4369.0
3184,50,0,2,2,2,1,1721.0
3185,41,1,2,2,2,4,2196.0
3186,50,1,4,5,3,2,2845.0
3187,49,1,2,3,2,5,21144.0
3188,47,1,3,1,1,5,3952.0
3189,45,0,2,5,3,1,3518.0
3190,47,1,3,3,3,3,17343.0
3191,43,1,3,5,3,4,3498.0
3192,39,1,2,2,2,2,9121.0
3193,36,1,1,2,1,5,20230.0
3194,44,1,3,1,2,3,15422.0
3195,47,1,4,1,2,3,9132.0
3196,41,0,1,3,2,1,8054.0
3197,42,1,3,5,3,2,1640.0
3198,48,1,3,7,3,4,8739.0
3199,46,1,4,5,2,4,1818.0
3200,46,0,4,2,2,6,24949.0
3201,46,0,3,5,3,2,3115.0
3202,52,1,2,2,4,5,29695.0
3203,56,1,2,2,4,3,7261.0
3204,38,0,1,1,3,1,1621.0
3205,41,1,0,3,2,4,33472.0
3206,51,1,3,5,3,2,11512.0
3207,26,0,0,1,1,6,12463.0
3208,51,1,2,5,3,3,8511.0
3209,41,1,5,5,2,3,4821.0
3210,57,1,2,5,1,3,2480.0
3211,44,1,4,5,3,5,34516.0
3212,52,1,1,2,3,5,8596.0
3213,49,1,2,3,3,3,7223.0
3214,52,1,2,1,2,3,1629.0
3215,44,0,1,1,4,6,17116.0
3216,63,1,1,3,3,3,7216.0
3217,44,1,3,4,2,3,28397.0
3218,53,1,4,2,2,3,13720.0
3219,47,0,3,1,3,2,7553.0
3220,49,1,4,5,3,3,2952.0
3221,35,1,3,3,1,4,11229.0
3222,45,1,3,4,3,2,7109.0
3223,45,1,4,1,3,2,1862.0
3224,36,1,2,4,2,3,4511.0
3225,42,1,3,6,3,2,2533.0
3226,46,1,1,5,4,5,2016.0
3227,49,1,5,2,3,2,3893.0
3228,50,1,0,3,4,2,5530.0
3229,57,0,3,7,2,1,1737.0
3230,46,0,0,5,4,6,6853.0
3231,55,1,2,3,4,5,34516.0
3232,38,1,2,4,2,2,11068.0
3233,35,0,2,5,3,1,5546.0
3234,48,1,0,7,3,3,7277.0
3235,57,1,3,5,2,2,9426.0
3236,55,1,2,1,2,3,1594.0
3237,47,1,2,5,1,4,2158.0
3238,37,1,3,4,2,2,3490.0
3239,48,0,5,2,3,1,2364.0
3240,49,0,2,3,3,6,15704.0
3241,49,1,2,6,1,3,18253.0
3242,48,0,4,5,3,1,3696.0
3243,52,1,1,5,2,2,8748.0
3244,44,0,2,2,4,2,5608.0
3245,41,1,4,1,3,4,34516.0
3246,51,0,1,1,2,1,3236.0
3247,45,0,2,6,2,1,2736.0
3248,49,0,4,1,2,1,5195.0
3249,47,1,5,1,2,5,34516.0
3250,44,1,3,5,3,2,6327.0
3251,42,1,2,7,1,4,4728.0
3252,62,1,1,1,2,4,34516.0
3253,32,1,1,1,2,5,6276.0
3254,43,1,2,5,2,4,13430.0
3255,62,1,1,5,2,3,2796.0
3256,46,1,2,5,3,2,2457.0
3257,62,0,1,1,2,1,7075.0
3258,42,1,2,5,3,4,12386.0
3259,39,1,4,4,2,4,32210.0
3260,59,1,1,5,2,2,2136.0
3261,43,1,2,7,2,4,10851.0
3262,52,1,1,1,4,5,2717.0
3263,59,0,2,3,2,6,3578.0
3264,60,1,1,1,2,3,10698.0
3265,48,0,1,2,4,1,4668.0
3266,40,0,3,4,4,6,6772.0
3267,55,1,1,4,2,4,10696.0
3268,48,1,3,3,2,4,11851.0
3269,36,1,2,7,2,2,11558.0
3270,49,1,3,3,1,3,9551.0
3271,40,1,2,3,1,4,29923.0
3272,54,0,3,7,1,1,1438.3
3273,40,1,3,2,2,5,34516.0
3274,63,1,0,4,2,4,9033.0
3275,44,0,3,2,3,1,3675.0
3276,44,1,2,3,3,4,9183.0
3277,45,0,4,1,3,1,7924.0
3278,36,0,3,4,2,1,5383.0
3279,45,0,3,5,2,2,21425.0
3280,38,1,3,1,1,4,32866.0
3281,44,0,3,2,2,1,1438.3
3282,35,1,1,7,2,2,10467.0
3283,55,1,2,5,2,5,12856.0
3284,61,0,0,5,2,2,9721.0
3285,43,0,5,5,3,1,3981.0
3286,40,0,4,1,2,1,7587.0
3287,51,0,3,3,2,2,3417.0
3288,48,0,2,1,2,6,8012.0
3289,64,1,0,5,2,1,3812.0
3290,49,1,3,5,3,4,21378.0
3291,54,0,1,5,2,1,12873.0
3292,46,1,3,3,2,3,20229.0
3293,34,0,2,1,2,1,5387.0
3294,46,1,3,5,1,4,16546.0
3295,48,1,3,2,3,2,11191.0
3296,45,1,3,3,4,3,17576.0
3297,65,0,1,2,2,1,4182.0
3298,45,1,0,5,2,2,10271.0
3299,40,0,3,1,2,1,1647.0
3300,50,0,1,3,2,1,1560.0
3301,40,1,5,6,2,3,1659.0
3302,38,1,1,3,2,5,22487.0
3303,36,1,0,5,1,1,5403.0
3304,54,0,1,3,2,2,4717.0
3305,50,1,2,3,2,3,5180.0
3306,50,1,2,3,2,4,4915.0
3307,41,1,4,3,3,4,12154.0
3308,46,1,4,5,3,3,3258.0
3309,44,0,5,3,1,6,13349.0
3310,50,1,4,5,2,5,34516.0
3311,45,1,4,5,2,4,31458.0
3312,40,0,4,4,3,1,1438.3
3313,46,0,4,2,3,1,10961.0
3314,48,1,2,1,1,3,8904.0
3315,47,1,4,3,3,2,2498.0
3316,42,1,3,5,1,4,16105.0
3317,43,0,3,5,1,6,34516.0
3318,49,0,3,5,1,6,2222.0
3319,46,0,4,5,3,6,16815.0
3320,41,0,3,1,3,6,11538.0
3321,45,1,2,5,4,2,9569.0
3322,40,1,2,5,3,4,3340.0
3323,40,1,2,5,3,4,3654.0
3324,49,1,2,5,3,2,10541.0
3325,51,1,4,2,2,5,34516.0
3326,43,0,4,5,2,6,34516.0
3327,45,1,2,5,2,4,1613.0
3328,38,1,3,4,2,4,1438.3
3329,40,0,2,2,3,6,13126.0
3330,49,1,4,4,4,2,1922.0
3331,45,0,3,5,1,1,14521.0
3332,63,0,0,5,2,1,1931.0
3333,43,1,3,5,2,2,8513.0
3334,50,1,1,3,2,2,2421.0
3335,47,0,5,3,3,1,1478.0
3336,63,1,1,5,2,3,2466.0
3337,30,0,2,6,4,1,2501.0
3338,41,1,3,7,2,3,13602.0
3339,38,1,3,5,2,1,3094.0
3340,44,0,2,3,3,1,2485.0
3341,50,1,1,2,3,4,14817.0
3342,50,1,3,1,3,4,13824.0
3343,46,0,4,4,2,1,1438.3
3344,51,1,0,1,3,3,3797.0
3345,53,0,1,5,2,1,6189.0
3346,40,1,4,1,3,3,22956.0
3347,49,0,1,1,3,2,3943.0
3348,54,1,2,6,4,5,5569.0
3349,50,1,1,4,3,4,2418.0
3350,45,1,4,1,2,1,1963.0
3351,46,0,2,3,1,6,7966.0
3352,51,0,3,5,3,1,7742.0
3353,63,0,0,3,2,1,2074.0
3354,54,0,3,5,4,2,4948.0
3355,51,1,1,2,3,3,4988.0
3356,60,1,1,5,2,3,28701.0
3357,30,1,0,1,2,2,6607.0
3358,44,1,5,2,4,3,16034.0
3359,33,1,3,5,4,3,24149.0
3360,40,0,2,2,1,2,16903.0
3361,52,1,3,4,3,3,1438.3
3362,39,1,5,5,2,3,24657.0
3363,51,0,3,1,2,2,5026.0
3364,51,0,1,5,2,6,9352.0
3365,46,1,2,4,2,3,4939.0
3366,44,1,3,5,3,2,9502.0
3367,62,0,0,7,2,1,2936.0
3368,53,1,2,2,2,4,22855.0
3369,47,0,3,5,3,2,6602.0
3370,45,1,3,5,3,4,3728.0
3371,42,1,4,5,2,3,2021.0
3372,47,0,2,5,3,2,2255.0
3373,41,0,2,5,2,1,15704.0
3374,46,1,2,1,3,3,5746.0
3375,36,1,3,1,2,2,8436.0
3376,47,0,1,7,3,2,1438.3
3377,56,0,3,3,2,1,8340.0
3378,54,1,3,5,1,4,15108.0
3379,42,0,3,5,2,2,15104.0
3380,39,0,1,5,3,1,2490.0
3381,45,1,1,5,3,1,2009.0
3382,52,1,2,5,2,5,31668.0
3383,46,1,4,1,3,3,5735.0
3384,48,1,3,3,1,4,7633.0
3385,46,1,3,3,2,3,23642.0
3386,42,1,3,1,3,2,6698.0
3387,45,0,2,1,2,1,1438.3
3388,50,0,3,5,2,1,1438.3
3389,50,0,3,2,2,1,2563.0
3390,39,0,1,6,2,2,17814.0
3391,45,0,2,7,2,6,7738.0
3392,52,1,0,1,2,5,13114.0
3393,42,1,2,1,3,5,34516.0
3394,49,0,3,5,2,6,17345.0
3395,51,1,2,4,2,5,8706.0
3396,48,1,3,3,2,3,19272.0
3397,52,0,3,3,3,6,4798.0
3398,43,1,3,3,2,3,12254.0
3399,49,1,3,7,3,4,9549.0
3400,37,1,2,2,4,1,11568.0
3401,48,0,3,1,3,1,6197.0
3402,40,1,3,5,3,4,34516.0
3403,49,1,2,1,3,2,5137.0
3404,46,1,4,5,2,4,1791.0
3405,50,0,0,5,2,1,7238.0
3406,50,1,3,3,3,4,4514.0
3407,44,0,4,2,3,6,5366.0
3408,47,1,3,1,4,3,29812.0
3409,48,0,2,5,3,2,9559.0
3410,49,0,2,3,3,1,8353.0
3411,51,0,5,1,3,1,5455.0
3412,59,0,1,2,1,1,9899.0
3413,45,1,4,5,2,2,15578.0
3414,50,0,1,5,3,6,15641.0
3415,46,0,4,5,3,1,3504.0
3416,47,1,1,1,4,4,18432.0
3417,46,1,4,4,2,3,2369.0
3418,60,0,0,3,2,2,10882.0
3419,38,0,3,1,1,2,3509.0
3420,51,0,1,5,2,1,2469.0
3421,47,0,3,2,3,1,14335.0
3422,47,1,3,3,2,2,4005.0
3423,49,0,4,1,2,1,1976.0
3424,39,0,5,5,3,1,3664.0
3425,44,0,2,1,3,1,3734.0
3426,40,1,2,5,2,2,6033.0
3427,56,1,3,3,3,4,4531.0
3428,45,0,3,2,1,1,6245.0
3429,37,1,5,7,2,4,34516.0
3430,42,1,5,5,3,3,11880.0
3431,43,0,2,1,3,1,4188.0
3432,59,0,2,2,2,1,9344.0
3433,42,1,3,3,3,4,24126.0
3434,46,1,5,3,1,5,34516.0
3435,28,1,0,3,2,1,2295.0
3436,47,0,3,5,3,2,5496.0
3437,54,1,2,5,2,4,12342.0
3438,55,0,1,4,1,1,1928.0
3439,62,1,1,2,2,3,12814.0
3440,49,0,2,2,3,1,5242.0
3441,48,1,3,5,3,3,8808.0
3442,43,0,3,5,2,1,4469.0
3443,51,1,1,7,3,4,8031.0
3444,48,1,4,3,1,3,9728.0
3445,47,0,5,7,3,2,4748.0
3446,50,1,2,5,2,4,19999.0
3447,56,1,2,2,4,2,6331.0
3448,43,1,2,1,2,2,9662.0
3449,47,0,2,5,3,1,1693.0
3450,49,0,3,1,3,1,2964.0
3451,48,0,2,3,2,1,5483.0
3452,40,1,3,5,3,3,15186.0
3453,41,1,3,5,3,4,33408.0
3454,43,0,2,3,3,1,3125.0
3455,42,1,3,5,2,3,2934.0
3456,39,1,3,5,2,5,34516.0
3457,50,0,1,7,2,2,5349.0
3458,50,1,3,2,2,4,9810.0
3459,50,1,4,4,3,5,7084.0
3460,51,0,2,1,2,1,3537.0
3461,47,1,5,7,2,1,8896.0
3462,41,1,3,1,4,4,30733.0
3463,49,1,0,1,3,3,10177.0
3464,42,0,3,3,3,1,6848.0
3465,42,1,1,5,3,3,17165.0
3466,45,1,3,5,3,4,20274.0
3467,50,1,1,7,4,3,19939.0
3468,53,1,3,5,2,5,3378.0
3469,51,1,2,1,3,4,9773.0
3470,50,0,1,1,3,6,3668.0
3471,64,1,0,5,2,1,3196.0
3472,45,1,3,4,2,4,34516.0
3473,52,0,2,3,2,1,7030.0
3474,47,1,5,3,3,4,9410.0
3475,38,1,2,5,2,5,34516.0
3476,45,0,0,5,3,1,4096.0
3477,43,0,2,5,3,6,7210.0
3478,57,1,2,3,2,4,8026.0
3479,47,0,3,5,1,6,18064.0
3480,42,0,3,5,2,1,5596.0
3481,52,0,2,2,3,1,6897.0
3482,48,0,3,6,3,1,13991.0
3483,44,1,3,6,3,2,11366.0
3484,40,0,3,3,2,1,1707.0
3485,50,0,4,7,3,6,23692.0
3486,41,1,5,1,1,4,11191.0
3487,42,0,5,4,3,1,3476.0
3488,43,1,2,2,2,3,27781.0
3489,44,1,4,5,2,3,10534.0
3490,61,0,1,5,2,1,2721.0
3491,51,1,3,5,2,4,10458.0
3492,40,1,4,3,3,3,12544.0
3493,46,1,5,7,2,3,11464.0
3494,50,1,1,2,3,5,3104.0
3495,48,1,1,1,3,3,11770.0
3496,50,1,1,5,2,5,34516.0
3497,44,1,4,1,2,3,10998.0
3498,42,0,4,1,3,1,2757.0
3499,46,1,3,2,2,3,5489.0
3500,52,1,1,3,2,5,19709.0
3501,42,1,3,5,3,1,6967.0
3502,47,1,3,3,3,4,23424.0
3503,39,1,3,3,2,3,21718.0
3504,53,0,3,2,2,1,4908.0
3505,52,1,2,3,2,2,1470.0
3506,39,1,0,5,2,4,34516.0
3507,63,1,1,5,2,1,7936.0
3508,53,1,4,4,2,3,14366.0
3509,54,0,0,1,2,2,9231.0
3510,45,0,4,2,3,2,18679.0
3511,45,0,3,2,4,6,20356.0
3512,52,0,1,2,2,6,2259.0
3513,64,0,0,5,2,1,6663.0
3514,47,0,4,1,1,1,2424.0
3515,45,0,5,4,2,2,15677.0
3516,41,1,4,5,4,2,2334.0
3517,56,0,3,4,2,6,1816.0
3518,52,0,2,5,3,1,4950.0
3519,39,1,1,2,2,4,34516.0
3520,61,1,0,2,3,5,24172.0
3521,57,1,1,5,3,3,9037.0
3522,46,0,3,4,2,1,7616.0
3523,38,1,2,1,4,2,11209.0
3524,44,0,4,2,4,6,9908.0
3525,40,1,2,5,3,2,18737.0
3526,57,0,1,3,2,1,5330.0
3527,52,1,3,3,2,5,19032.0
3528,50,0,1,1,2,6,5916.0
3529,51,1,4,5,3,2,16277.0
3530,42,1,4,3,2,3,9442.0
3531,51,0,3,1,2,1,2990.0
3532,45,1,3,5,1,4,2210.0
3533,44,1,4,2,3,2,1527.0
3534,45,1,1,5,2,3,6022.0
3535,55,1,2,4,4,5,26729.0
3536,63,1,1,3,2,1,6102.0
3537,33,0,2,5,4,1,6803.0
3538,46,1,3,5,2,4,8101.0
3539,41,0,4,5,3,1,4632.0
3540,58,0,1,5,2,2,1996.0
3541,51,1,3,7,3,5,11600.0
3542,35,1,1,1,2,2,2657.0
3543,42,0,5,5,2,1,8464.0
3544,45,1,3,6,3,4,29003.0
3545,51,1,3,3,2,2,5000.0
3546,63,0,0,4,2,6,14963.0
3547,45,0,2,5,4,1,3855.0
3548,36,1,4,4,2,5,28200.0
3549,39,0,1,5,2,1,2310.0
3550,52,0,2,3,2,1,1960.0
3551,52,0,1,5,3,1,3773.0
3552,50,1,1,5,3,4,9771.0
3553,60,0,0,5,2,6,6417.0
3554,43,1,3,6,2,3,16037.0
3555,49,1,2,3,4,2,14839.0
3556,44,1,3,2,3,4,34516.0
3557,54,0,2,4,2,2,8769.0
3558,50,1,1,1,3,5,20968.0
3559,44,1,3,3,3,3,2188.0
3560,52,1,5,1,3,4,30314.0
3561,47,0,2,5,3,6,18799.0
3562,49,0,3,3,3,1,1638.0
3563,45,1,3,5,3,2,3538.0
3564,35,0,1,5,2,2,2546.0
3565,65,1,1,5,2,6,10775.0
3566,47,0,4,1,3,2,4798.0
3567,56,0,2,5,2,1,5816.0
3568,49,1,2,5,3,4,20533.0
3569,58,1,1,4,2,4,9890.0
3570,52,1,3,5,3,4,30820.0
3571,45,0,2,5,3,1,6091.0
3572,50,1,2,3,2,3,9690.0
3573,62,0,2,7,2,2,6797.0
3574,44,0,3,3,3,1,4985.0
3575,61,0,0,5,4,1,2125.0
3576,47,0,4,7,3,1,4012.0
3577,52,0,3,3,3,6,23858.0
3578,46,1,2,3,3,2,2619.0
3579,40,0,3,5,2,1,6728.0
3580,47,0,4,2,3,2,2680.0
3581,52,0,4,2,2,1,2936.0
3582,46,1,5,3,2,3,7478.0
3583,49,1,4,6,3,3,2527.0
3584,44,0,3,1,2,1,5644.0
3585,50,0,5,2,2,1,2837.0
3586,40,1,3,5,3,4,18584.0
3587,45,0,3,1,3,1,5941.0
3588,41,0,2,5,3,2,9576.0
3589,63,1,1,5,2,3,9569.0
3590,32,1,3,4,1,4,15412.0
3591,55,1,1,5,2,4,2663.0
3592,51,0,2,6,3,1,1438.3
3593,52,1,3,7,3,3,5376.0
3594,47,1,4,2,1,6,18873.0
3595,39,1,2,7,2,3,5341.0
3596,45,1,1,5,2,3,9904.0
3597,43,0,3,3,4,1,7084.0
3598,47,1,3,3,2,4,7498.0
3599,51,0,0,3,3,2,5450.0
3600,50,1,2,1,2,5,32719.0
3601,37,1,2,2,1,2,3250.0
3602,44,1,3,4,3,2,6111.0
3603,62,0,1,2,1,1,12590.0
3604,41,0,3,5,3,2,1982.0
3605,39,1,4,6,2,3,25133.0
3606,40,1,4,2,2,5,17818.0
3607,46,1,3,3,2,5,5155.0
3608,51,0,3,1,3,1,6006.0
3609,64,1,1,2,2,6,2571.0
3610,40,1,2,1,3,3,3269.0
3611,50,1,3,5,2,2,2798.0
3612,44,0,3,1,2,2,7277.0
3613,32,1,0,4,1,1,3788.0
3614,43,1,3,3,2,4,28262.0
3615,47,0,5,3,2,1,2169.0
3616,43,0,4,5,3,1,3767.0
3617,46,1,3,7,3,5,8989.0
3618,47,0,5,5,3,1,2838.0
3619,48,1,1,5,1,1,7199.0
3620,44,0,3,4,3,2,8495.0
3621,40,1,2,3,1,4,34516.0
3622,46,1,2,1,3,4,14164.0
3623,50,0,2,1,3,6,3604.0
3624,46,0,4,6,4,1,1752.0
3625,43,0,3,4,2,1,4204.0
3626,42,0,3,5,2,1,8017.0
3627,43,0,4,5,3,1,2778.0
3628,51,1,3,1,2,3,6649.0
3629,40,1,3,3,3,3,6813.0
3630,40,0,2,7,2,2,2797.0
3631,45,1,3,1,2,3,18004.0
3632,47,1,4,5,3,4,11242.0
3633,26,0,1,3,1,6,10693.0
3634,50,0,3,5,3,1,3026.0
3635,37,0,4,4,3,1,1438.3
3636,51,1,2,7,2,4,34516.0
3637,49,0,4,5,3,2,12836.0
3638,62,0,1,1,2,1,1892.0
3639,37,1,3,2,2,4,11277.0
3640,54,1,2,5,2,3,12815.0
3641,44,1,2,5,4,5,24016.0
3642,43,1,4,2,3,3,3482.0
3643,44,0,3,3,3,6,26516.0
3644,49,0,3,5,2,1,2285.0
3645,48,1,2,6,3,2,9617.0
3646,51,1,4,2,4,4,34516.0
3647,41,0,3,3,3,1,2354.0
